cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","3/31/2022","8/22/2022","N","730 E. Main St.","","11","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","98","245078","16878","13807","41317","4895","151499","2016","0","13393","0","4201","12895","245078","227631","213633","160051","213633","79.5634168596898","0","0","7000","0","6998","17447","17447","0","850","824","15773","0","676","0","1938","211518","98735","247680","247680","173078","247676","4513","3321","0","1192","10438","1380","7000","8329","46930","18148","2164","46930","37286"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","3/31/2022","8/22/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","536","2273847","37653","25885","270734","130","1839767","23365","0","31101","0","24240","70222","2273847","2005267","1946841","1444676","1946841","71.1892178702941","0","0","35528","0","22898","268580","268580","0","0","114274","154306","0","6797","129","8436","2136516","1239012","2279933.5","2279933.5","0","2264093","36890","27285","0","9605","70669","3790","35528","42068","533565","276294","0","533565","286847"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","3/31/2022","8/22/2022","SM","100 N Michigan St Ste B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","8/29/2021","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1137","8010081","421296","352101","1857431","0","5268801","129959","10324","68873","0","87847","295509","8010081","7104190","6673594","4612481","6673594","56.4933395244427","291002","10524","45459","0","83611","905891","851271","0","2818","273814","574639","54620","37186","2570","18289","7478333","1688769","8053042.5","8053042.5","6234005","7976315","71728","51760","0","19968","437563","18397","43982","4757","1204428","907571","78628","1204428","1312076"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","3/31/2022","8/22/2022","NM","4800 Fashion Sq. Blvd","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","74","469048","105734","100266","81238","0","255022","4993","0","14054","0","2035","10965","469048","432695","418125","218489","418125","47.1675144870866","0","0","12750","0","1820","36353","36353","0","6040","29996","317","0","4400","0","917","436526","47752","462795","462795","319822","471386","7210","7210","0","0","4191","13987","12750","1375","147314","39013","4010","147314","10772"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","3/31/2022","8/22/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","17","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","206","1301423","11489","2119","564805","0","674235","7335","0","14785","0","339","35770","1301423","1195200","1152979","1023104","1152979","68.4818075585407","0","0","32387","2000","7834","106223","106223","0","771","9363","96089","0","3500","0","4576","1241159","993193","1302692","1302692","742854","1304611","18459","12652","0","5807","78326","54673","32387","0","185277","119628","7735","185277","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","3/31/2022","8/22/2022","NM","44 Commerce Dr","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","52","273830","67680","60075","27019","517","169042","1748","0","7644","294","0","1634","273830","249266","248829","188741","248829","68.585653208178","0","0","51","0","386","24564","24564","0","9231","6000","9333","0","1678","0","271","256653","82489","267984","267984","0","265017","0","0","0","0","48378","7118","51","265","18460","25676","0","18460","0"
"31249","6607","350572","5281989","1ST UNITED BANK","Faribault","MN","55021","3/31/2022","8/22/2022","NM","430 4th St Nw","MIDCOUNTRY ACQUISITION CORP","2","0","0","7","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","23","199580","10327","9157","110400","0","68950","1095","0","2477","0","4141","3285","199580","180799","180071","140748","180071","82.3444163113006","0","0","0","0","728","18781","18781","0","77","17303","1401","0","38","0","580","188507","44013","198385.5","198385.5","90857","195571","0","0","0","0","638","0","0","0","29226","19127","1095","29226","458"
"9751","0","340256","1126149","21ST CENTURY BANK","Loretto","MN","55357","3/31/2022","8/22/2022","NM","699 N. Medina St.","CROSSTOWN HOLDING CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","65","624065","12057","10292","87868","0","516310","4495","0","1117","239","0","6474","624065","552458","549725","367988","549725","62.4810953087282","0","0","0","0","2733","71607","71607","0","341","59659","11607","0","1193","1022","1444","614470","140490","627075","627075","429651","630174","1102","1102","0","0","0","1479","0","0","50948","75304","4495","50948","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","3/31/2022","8/22/2022","NM","1920 Main St.","FEB BANCSHARES INC","6","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","11/13/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","64","204155","31454","25125","20455","0","139310","2061","0","5011","405","2717","4803","204155","181578","178986","114707","178986","81.278989385425","0","0","236","0","2356","22577","22577","0","50","32967","-10440","0","1871","0","592","184890","37662","202893.5","202893.5","162671","199727","3509","3509","0","0","6035","2622","0","0","33585","21419","2033","33585","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80903","3/31/2022","8/22/2022","NM","104 S Cascade Ave Ste 102","LITTLE LONDON BCORP","6","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","1/3/2022","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","56","383007","73991","70000","16925","0","285726","3977","0","2294","0","850","3221","383007","334470","330205","254217","330205","67.2074156398291","0","0","3400","0","865","48537","48537","0","385","30965","17187","0","247","0","999","372651","17655","398540.5","398540.5","0","394829","0","0","0","0","10464","2987","0","0","63939","48416","0","63939","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","3/31/2022","8/22/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","3","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","31","261137","92201","91540","3943","0","160177","2354","0","2254","0","0","2562","261137","237520","230793","127215","230793","63.2516443235093","0","0","6364","0","363","23617","23617","0","3750","22366","-2499","0","3283","0","387","255660","33148","258985.5","258985.5","179547","261015","0","0","0","0","6978","10211","0","0","44153","22523","2245","44153","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","3/31/2022","8/22/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","77","327715","75631","72783","0","0","237875","2999","0","4173","0","2734","7302","327715","276754","273190","162377","273190","85.7481689707804","0","0","0","0","3564","50961","50961","0","2000","0","48961","0","545","0","909","310658","121509","332247.5","332247.5","156635","326214","0","0","0","0","5583","196","0","662","3488","45150","2042","3488","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","3/31/2022","8/22/2022","SB","1212 Charity St","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","11/16/2021","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","19","61728","10225","9544","1248","0","42747","630","0","1351","0","5079","1078","61728","43288","42070","40467","42070","85.3364699173083","0","0","0","0","1218","18440","18440","0","0","0","18440","0","780","0","153","53539","22878","62676","62676","50801","64011","0","0","0","0","2952","25","0","2475","20344","18440","630","20344","6183"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","3/31/2022","8/22/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","18","104951","9987","9116","33705","0","56026","836","0","924","0","0","4309","104951","96070","89025","73427","89025","82.1984588771819","0","0","6450","0","595","8881","8881","0","0","0","8881","0","42","0","385","98847","76090","103223.5","103223.5","0","100301","2498","2498","0","0","3719","1159","6450","0","5625","9346","0","5625","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","3/31/2022","8/22/2022","NM","401 E Spruce St","ABBY BCORP INC","8","0","0","4","0","Clark","","","3/1/1968","3/1/1968","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","124","643962","55842","47740","185779","543","364395","3981","0","14217","1860","3769","17557","643962","600041","556826","429713","556826","73.7330142492698","5000","0","37000","0","1215","43921","43921","0","3000","10027","30894","0","928","0","1572","598457","241755","644276","644276","429504","636204","10864","10864","0","0","51582","1229","37000","1196","85347","52999","3981","85347","4642"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","3/31/2022","8/22/2022","SM","6 Harrison Ave","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","80","607939","88153","80699","50868","871","412646","3721","0","8280","0","23887","23234","607939","512159","489527","470426","489527","81.092194930627","0","0","19500","0","3132","95780","95780","0","1","96137","-358","0","949","0","1510","545084","264887","604488.5","604488.5","403071","581637","16911","16911","0","0","50853","0","19500","0","106965","73234","4067","106965","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64108","3/31/2022","8/22/2022","N","1881 Main St","DICKINSON FINANCIAL CORP II","83","0","1","4","0","Jackson","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","3/25/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","524","2312773","172952","119801","350280","0","1695710","29271","0","24970","0","14320","54541","2312773","1938971","1848043","1313482","1848043","69.4117787075296","9638","0","47009","0","34281","373802","373802","0","12400","294955","66447","0","15914","520","5403","2165791","945592","2309206.5","2309206.5","1987809","2289924","3015","3015","0","0","115182","20958","47009","7316","524776","376971","24908","524776","29843"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","3/31/2022","8/22/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","23","122974","2443","991","19694","4619","89482","1591","0","1226","40","0","5470","122974","108212","107220","86395","107220","75.6305655275304","0","0","311","0","681","14762","14762","0","300","4642","9820","0","4264","0","1481","114786","31876","121797.5","121797.5","0","121718","2388","2388","0","0","6860","120","311","0","10012","15527","0","10012","0"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","3/31/2022","8/22/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","128","920945","200840","191707","108073","0","565492","9681","0","21161","0","11211","14168","920945","831553","814601","534719","814601","42.029515629929","0","0","12789","0","4163","89392","89392","0","789","57085","31518","0","2094","0","2342","865272","209975","917901.5","917901.5","718487","920503","5237","5237","0","0","17466","19516","10000","2883","153856","82491","8990","153856","33674"
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","3/31/2022","8/22/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","6","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","70","587981","62618","59164","22425","87812","394505","4994","0","10284","0","196","10141","587981","532581","530598","363168","530598","52.4021845236525","0","0","0","0","1983","55400","55400","0","3311","43848","8241","0","510","0","917","563906","75462","578063.5","578063.5","438467","577359","6234","6234","0","0","28473","4891","0","819","77087","55646","4994","77087","5546"
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","3/31/2022","8/22/2022","NM","16 Lincoln Sq.","ACNB CORP","31","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","363","2723933","477620","454232","605366","0","1466486","18963","0","32694","0","38726","103041","2723933","2473589","2420816","1785987","2420816","84.4851907585939","30028","0","8181","0","14564","250344","250344","0","4798","108340","137206","0","5507","0","6270","2526084","1497281","2748308.5","2748308.5","1571016","2729880","64588","58139","0","6449","130583","5655","5000","1123","431938","251130","19055","431938","0"
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","3/31/2022","8/22/2022","SM","315 N. Spruce St.","ADAGE LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","212","1215008","69837","56488","384696","0","719351","13192","0","17871","945","0","22308","1215008","1103449","1072349","841208","1072349","77.5221176231468","0","0","27000","0","4100","111559","111559","20000","3000","17000","71559","0","669","0","8159","1160535","117131","1198315.5","1198315.5","0","1191079","1820","1820","0","0","52204","40","27000","1804","200614","111827","0","200614","0"
"90140","12033","343903","5626937","ADAMS COMMUNITY BANK","Adams","MA","1220","3/31/2022","8/22/2022","SB","2 Ctr. St","COMMUNITY BCORP BERKSHIRES MHC","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2022","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","111","926248","59002","52160","130900","1315","691687","5067","0","7908","240","8032","27164","926248","840326","814399","684468","814399","56.4742313864697","0","0","21000","0","4927","85922","85922","0","0","0","85922","0","1668","0","2771","876062","600194","908477","908477","535352","880070","12716","11177","0","1539","32717","1871","21000","0","68193","84587","5067","68193","0"
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","3/31/2022","8/22/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","13","236088","7795","5378","78072","23515","117045","1212","0","851","0","0","8810","236088","220415","152508","114734","152508","79.4076967952962","0","0","66681","0","1226","15673","15673","0","400","1700","13573","0","150","0","1521","224010","91547","228712.5","228712.5","152927","231701","3911","2913","0","998","9207","275","64863","0","40437","18405","1212","40437","0"
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","3/31/2022","8/22/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","9","65903","9139","7016","21285","0","34065","304","0","647","0","0","767","65903","56486","53661","37784","53661","81.1535881958417","0","0","2800","0","25","9417","9417","0","100","3000","6317","0","49","0","390","62366","8045","63558","63558","0","67253","0","0","0","0","5182","503","2800","0","7697","10345","0","7697","0"
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","3/31/2022","8/22/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","187","1052056","180668","169299","306940","0","523990","4676","0","7068","126","2487","30777","1052056","985616","889563","545506","889563","51.5274182107595","59015","0","30436","0","6602","66440","66440","0","3792","20533","42115","0","7324","0","2036","1000229","457063","1005214.5","1005214.5","447102","1002161","19078","19078","0","0","96622","6746","30436","1062","144677","73494","4678","144677","0"
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","3/31/2022","8/22/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","29","183204","19490","15085","71939","0","89631","1229","0","651","0","0","1493","183204","168388","167963","123497","167963","84.167524561581","0","0","0","0","425","14816","14816","0","100","600","14116","0","245","0","1121","176655","104321","180943.5","180943.5","88344","184808","0","0","0","0","3895","770","0","0","15230","18898","1106","15230","0"
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","3/31/2022","8/22/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","11","63625","5300","4189","8145","12055","37389","596","0","93","0","0","643","63625","58285","58193","39850","58193","77.7123127662498","0","0","36","0","56","5340","5340","0","120","4505","715","0","1419","944","469","61778","9711","62953","62953","0","61951","0","0","0","0","2324","1984","0","0","700","5755","0","700","0"
