date,Mkt-RF,SMB,HML,RF
20171227,0.05,-0.13,-0.2,0.004
20171228,0.22,0.12,0.05,0.004
20171229,-0.57,-0.31,0.01,0.004
20180102,0.85,0.35,-0.21,0.005
20180103,0.59,-0.39,-0.19,0.005
20180104,0.42,-0.26,0.24,0.005
20180105,0.66,-0.35,-0.25,0.005
20180108,0.19,-0.15,0.05,0.005
20180109,0.15,-0.35,-0.04,0.005
20180110,-0.07,0.06,0.57,0.005
20180111,0.87,1.14,0.3,0.005
20180112,0.66,-0.32,0.16,0.005
20180116,-0.49,-1.02,0.01,0.005
20180117,0.95,-0.03,-0.1,0.005
20180118,-0.18,-0.5,-0.25,0.005
20180119,0.57,0.94,-0.05,0.005
20180122,0.77,-0.34,-0.16,0.005
20180123,0.22,0.14,-0.36,0.005
20180124,-0.13,-0.84,0.44,0.005
20180125,0.07,0.14,-0.54,0.005
20180126,1.11,-0.6,-0.51,0.005
20180129,-0.62,-0.03,-0.28,0.005
20180130,-1.06,0.15,-0.21,0.005
20180131,-0.07,-0.74,0.11,0.005
20180201,0.03,0.08,0.53,0.006
20180202,-2.13,0.04,-0.29,0.006
20180205,-4.04,0.79,-0.59,0.006
20180206,1.67,-0.52,-0.19,0.006
20180207,-0.38,0.53,0.21,0.006
20180208,-3.68,0.81,0.52,0.006
20180209,1.37,-0.59,0.15,0.006
20180212,1.36,-0.46,-0.3,0.006
20180213,0.31,0.08,-0.24,0.006
20180214,1.52,0.26,0.48,0.006
20180215,1.22,-0.14,-0.63,0.006
20180216,0.03,0.35,0.15,0.006
20180220,-0.62,-0.36,-0.24,0.006
20180221,-0.44,0.79,0.23,0.006
20180222,0.01,0.05,-0.41,0.006
20180223,1.54,-0.38,-0.14,0.006
20180226,1.12,-0.5,-0.06,0.006
20180227,-1.25,-0.19,0.03,0.006
20180228,-1.11,-0.42,-0.31,0.006
20180301,-1.19,1,-0.03,0.006
20180302,0.7,1.18,-0.48,0.006
20180305,1.07,-0.39,0.22,0.006
20180306,0.36,0.69,0.13,0.006
20180307,0.05,0.78,-0.44,0.006
20180308,0.38,-0.49,-0.35,0.006
20180309,1.71,-0.25,0.27,0.006
20180312,-0.09,0.47,-0.08,0.006
20180313,-0.67,0.08,0.03,0.006
20180314,-0.53,0.23,-0.57,0.006
20180315,-0.17,-0.39,0.31,0.006
20180316,0.25,0.46,0.17,0.006
20180319,-1.37,0.35,0.41,0.006
20180320,0.14,-0.07,-0.36,0.006
20180321,-0.07,0.74,0.44,0.006
20180322,-2.54,0.51,-0.49,0.006
20180323,-2.1,0.22,-0.23,0.006
20180326,2.67,-0.68,0.03,0.006
20180327,-1.87,-0.21,0.37,0.006
20180328,-0.35,0.13,0.64,0.006
20180329,1.41,-0.31,-0.22,0.006
20180402,-2.3,-0.13,0.38,0.007
20180403,1.25,-0.04,0.18,0.007
20180404,1.17,0.33,-0.32,0.007
20180405,0.75,0.02,0.46,0.007
20180406,-2.19,0.4,-0.06,0.007
20180409,0.3,-0.15,-0.51,0.007
20180410,1.77,0.4,-0.12,0.007
20180411,-0.49,0.92,-0.3,0.007
20180412,0.85,-0.23,0.19,0.007
20180413,-0.37,0.03,-0.25,0.007
20180416,0.82,0.07,-0.02,0.007
20180417,1.09,0.16,-1.18,0.007
20180418,0.13,0.22,0.02,0.007
20180419,-0.49,-0.47,1.08,0.007
20180420,-0.81,0.06,0.58,0.007
20180423,-0.05,-0.08,0.19,0.007
20180424,-1.3,0.53,1.02,0.007
20180425,0.11,-0.34,0.06,0.007
20180426,0.95,-0.39,-0.85,0.007
20180427,0.01,-0.26,0.04,0.007
20180430,-0.81,0.03,-0.09,0.007
20180501,0.25,0.23,-0.53,0.006
20180502,-0.62,1.29,-0.35,0.006
20180503,-0.25,-0.52,-0.15,0.006
20180504,1.3,0.02,-0.2,0.006
20180507,0.41,0.42,-0.33,0.006
20180508,0.07,0.49,0.23,0.006
20180509,0.9,-0.22,0.25,0.006
20180510,0.85,-0.43,-0.04,0.006
20180511,0.19,0.12,-0.38,0.006
20180514,0.05,-0.36,0.11,0.006
20180515,-0.55,0.68,0.4,0.006
20180516,0.5,0.7,-0.25,0.006
20180517,0.01,0.9,0.29,0.006
20180518,-0.23,0.57,-0.62,0.006
20180521,0.72,-0.19,0.44,0.006
20180522,-0.42,-0.76,0.61,0.006
20180523,0.29,0.05,-0.69,0.006
20180524,-0.16,0.37,-0.35,0.006
20180525,-0.22,0.25,-0.39,0.006
20180529,-1.03,1.32,-1.03,0.006
20180530,1.31,0.04,0.37,0.006
20180531,-0.7,0.07,-0.43,0.006
20180601,1.06,-0.23,-0.1,0.006
20180604,0.48,0.17,-0.45,0.006
20180605,0.16,0.82,-0.44,0.006
20180606,0.86,-0.33,0.21,0.006
20180607,-0.14,-0.3,0.93,0.006
20180608,0.31,0.08,-0.4,0.006
20180611,0.12,0.18,-0.16,0.006
20180612,0.23,0.23,-0.63,0.006
20180613,-0.33,0.08,-0.2,0.006
20180614,0.28,0.32,-1.01,0.006
20180615,-0.07,0.04,-0.25,0.006
20180618,-0.09,0.72,0.08,0.006
20180619,-0.38,0.57,-0.14,0.006
20180620,0.23,0.73,-0.51,0.006
20180621,-0.73,-0.63,0.33,0.006
20180622,0.11,0,0.46,0.006
20180625,-1.48,-0.54,0.57,0.006
20180626,0.27,0.63,-0.24,0.006
20180627,-1.02,-0.99,0.36,0.006
20180628,0.58,-0.18,-0.51,0.006
20180629,0.06,-0.2,-0.24,0.006
20180702,0.36,0.44,-0.25,0.008
20180703,-0.44,0.81,-0.02,0.008
20180705,0.87,0.44,-0.43,0.008
20180706,0.88,0.05,-0.3,0.008
20180709,0.94,-0.41,0.86,0.008
20180710,0.21,-0.78,-0.16,0.008
20180711,-0.7,-0.02,-0.46,0.008
20180712,0.85,-0.34,-1.16,0.008
20180713,0.08,-0.13,-0.29,0.008
20180716,-0.16,-0.77,0.97,0.008
20180717,0.48,0.26,-0.74,0.008
20180718,0.27,-0.27,0.68,0.008
20180719,-0.34,0.96,-0.36,0.008
20180720,-0.1,-0.18,0.11,0.008
20180723,0.16,-0.3,0.54,0.008
20180724,0.22,-1.36,0.39,0.008
20180725,0.84,-0.43,-1.06,0.008
20180726,-0.21,0.64,0.58,0.008
20180727,-0.82,-1.38,1.06,0.008
20180730,-0.71,-0.22,1.59,0.008
20180731,0.51,0.84,-1.1,0.008
20180801,-0.13,0.06,-0.22,0.007
20180802,0.67,0.33,-0.65,0.007
20180803,0.31,-1.07,0.51,0.007
20180806,0.46,0.26,-0.33,0.007
20180807,0.29,0.03,-0.15,0.007
20180808,-0.04,-0.13,0.26,0.007
20180809,-0.05,0.37,-0.35,0.007
20180810,-0.6,0.4,-0.21,0.007
20180813,-0.46,-0.15,-0.29,0.007
20180814,0.69,0.3,0.22,0.007
20180815,-0.91,-0.53,-0.14,0.007
20180816,0.86,-0.07,0.26,0.007
20180817,0.3,0.09,0.01,0.007
20180820,0.25,0.12,0.14,0.007
20180821,0.33,0.9,0.14,0.007
20180822,0.05,0.37,-0.35,0.007
20180823,-0.19,-0.05,-0.33,0.007
20180824,0.63,-0.02,-0.58,0.007
20180827,0.74,-0.68,-0.16,0.007
20180828,-0.01,-0.11,-0.23,0.007
20180829,0.56,-0.05,-0.57,0.007
20180830,-0.41,0.29,-0.42,0.007
20180831,0.08,0.5,-0.38,0.007
20180904,-0.11,-0.37,0.01,0.008
20180905,-0.41,-0.18,0.67,0.008
20180906,-0.44,-0.34,-0.25,0.008
20180907,-0.18,0.11,-0.22,0.008
20180910,0.23,0.12,-0.36,0.008
20180911,0.37,-0.3,-0.24,0.008
20180912,0.03,-0.06,-0.23,0.008
20180913,0.45,-0.44,-0.39,0.008
20180914,0.12,0.27,0.26,0.008
20180917,-0.72,-0.46,0.86,0.008
20180918,0.57,0.05,-0.48,0.008
20180919,0.05,-0.67,1.28,0.008
20180920,0.77,0.31,-0.24,0.008
20180921,-0.13,-0.42,0.31,0.008
20180924,-0.31,0.05,-0.89,0.008
20180925,-0.05,0.28,-0.38,0.008
20180926,-0.4,-0.38,-0.62,0.008
20180927,0.27,-0.27,-0.54,0.008
20180928,-0.03,0.4,-0.19,0.008
20181001,0.16,-1.63,0.36,0.008
20181002,-0.21,-0.98,0.57,0.008
20181003,0.2,0.85,0.5,0.008
20181004,-0.93,-1.06,1.58,0.008
20181005,-0.64,-0.42,0.38,0.008
20181008,-0.18,-0.41,1.24,0.008
20181009,-0.18,-0.29,0.28,0.008
20181010,-3.33,0.29,1.09,0.008
20181011,-1.96,0.46,-0.92,0.008
20181012,1.39,-0.87,-1.75,0.008
20181015,-0.48,0.91,0.52,0.008
20181016,2.25,0.69,-1.45,0.008
20181017,-0.09,-0.67,0.23,0.008
20181018,-1.54,-0.54,0.42,0.008
20181019,-0.24,-1.33,0.7,0.008
20181022,-0.38,0.48,-1.26,0.008
20181023,-0.62,-0.09,-0.42,0.008
20181024,-3.33,-0.93,0.76,0.008
20181025,1.93,0.42,-0.6,0.008
20181026,-1.65,0.57,0.35,0.008
20181029,-0.76,-0.32,1.62,0.008
20181030,1.66,0.42,0.09,0.008
20181031,1.21,-0.65,-0.74,0.008
20181101,1.29,1.34,-1.12,0.008
20181102,-0.53,0.8,0.67,0.008
20181105,0.4,-1.02,1.57,0.008
20181106,0.57,-0.16,0.02,0.008
20181107,2.12,-0.33,-1.05,0.008
20181108,-0.28,-0.25,0.25,0.008
20181109,-1.04,-0.86,0.41,0.008
20181112,-2.06,0.02,0.84,0.008
20181113,-0.13,-0.11,0.16,0.008
20181114,-0.78,0.02,-0.27,0.008
20181115,1.18,0.35,-0.39,0.008
20181116,0.15,0.02,-0.06,0.008
20181119,-1.88,-0.74,2.32,0.008
20181120,-1.85,0.15,-0.54,0.008
20181121,0.51,0.99,-0.33,0.008
20181123,-0.55,0.84,-0.61,0.008
20181126,1.62,-0.66,-0.2,0.008
20181127,0.11,-1.08,0.25,0.008
20181128,2.42,0.44,-1.16,0.008
20181129,-0.22,-0.11,-0.09,0.008
20181130,0.79,-0.32,-0.44,0.008
20181203,1.13,-0.05,-0.79,0.01
20181204,-3.46,-0.96,-0.22,0.01
20181206,-0.16,0.13,-1.06,0.01
20181207,-2.36,0.2,1.33,0.01
20181210,0.1,-0.11,-1.64,0.01
20181211,-0.08,-0.05,-0.42,0.01
20181212,0.68,0.57,-0.17,0.01
20181213,-0.26,-1.51,-0.2,0.01
20181214,-1.89,-0.06,0.49,0.01
20181217,-2.13,-0.26,1.08,0.01
20181218,-0.03,0.02,-0.6,0.01
20181219,-1.58,-0.6,0.02,0.01
20181220,-1.62,-0.29,0.97,0.01
20181221,-2.17,-0.56,0.77,0.01
20181224,-2.55,1.01,-0.51,0.01
20181226,5.07,-0.06,-1,0.01
20181227,0.78,-0.67,-0.13,0.01
20181228,-0.03,0.77,0.25,0.01
20181231,0.9,-0.09,-0.45,0.01
20190102,0.22,0.58,1.14,0.01
20190103,-2.45,0.36,1.19,0.01
20190104,3.55,0.4,-0.69,0.01
20190107,0.94,1.01,-0.75,0.01
20190108,1.01,0.52,-0.63,0.01
20190109,0.52,0.46,0.11,0.01
20190110,0.4,0.03,-0.45,0.01
20190111,0,0.12,0.22,0.01
20190114,-0.6,-0.6,0.95,0.01
20190115,1.05,0,-0.9,0.01
20190116,0.28,0.04,0.92,0.01
20190117,0.78,0.11,-0.24,0.01
20190118,1.3,-0.37,0.12,0.01
20190122,-1.52,-0.39,0.3,0.01
20190123,0.16,-0.38,-0.15,0.01
20190124,0.23,0.44,0,0.01
20190125,0.9,0.46,-0.34,0.01
20190128,-0.8,-0.16,0.63,0.01
20190129,-0.2,-0.01,0.19,0.01
20190130,1.51,-0.15,-0.95,0.01
20190131,0.91,0.11,-1.11,0.01
20190201,0.13,-0.12,0.43,0.01
20190204,0.73,0.48,-0.47,0.01
20190205,0.43,-0.07,-0.61,0.01
20190206,-0.21,-0.01,0.06,0.01
20190207,-0.93,-0.13,0.38,0.01
20190208,0.1,0.05,-0.68,0.01
20190211,0.14,0.66,0.24,0.01
20190212,1.36,0.02,-0.16,0.01
20190213,0.28,0.06,0.07,0.01
20190214,-0.2,0.53,-0.59,0.01
20190215,1.13,0.25,0.49,0.01
20190219,0.19,0.29,0.31,0.01
20190220,0.19,0.21,0.56,0.01
20190221,-0.37,-0.06,-0.23,0.01
20190222,0.65,0.55,-1.47,0.01
20190225,0.15,-0.26,-0.18,0.01
20190226,-0.16,-0.63,-0.33,0.01
20190227,0.1,0.2,-0.12,0.01
20190228,-0.31,0.02,-0.27,0.01
20190301,0.72,0.29,-0.41,0.009
20190304,-0.52,-0.41,0.38,0.009
20190305,-0.18,-0.31,-0.22,0.009
20190306,-0.84,-1.26,0.05,0.009
20190307,-0.82,-0.06,-0.34,0.009
20190308,-0.22,0.06,-0.17,0.009
20190311,1.49,0.36,-0.53,0.009
20190312,0.25,-0.28,-0.07,0.009
20190313,0.68,-0.32,0.08,0.009
20190314,-0.1,-0.4,0.3,0.009
20190315,0.48,-0.25,-0.25,0.009
20190318,0.46,0.15,0.44,0.009
20190319,-0.09,-0.38,-0.92,0.009
20190320,-0.37,0.01,-1.06,0.009
20190321,1.1,0.3,-1.23,0.009
20190322,-2.17,-1.51,-0.08,0.009
20190325,-0.05,0.66,-0.26,0.009
20190326,0.76,0.17,0.46,0.009
20190327,-0.5,0.1,0.51,0.009
20190328,0.4,0.34,0.02,0.009
20190329,0.66,-0.23,-0.92,0.009
20190401,1.19,-0.31,1,0.01
20190402,-0.05,-0.13,-0.44,0.01
20190403,0.27,0.22,-0.39,0.01
20190404,0.19,0.2,0.94,0.01
20190405,0.53,0.53,-0.07,0.01
20190408,0.09,-0.29,0.1,0.01
20190409,-0.65,-0.56,-0.15,0.01
20190410,0.48,0.97,-0.11,0.01
20190411,0,-0.31,0.4,0.01
20190412,0.64,-0.51,0.66,0.01
20190415,-0.09,-0.21,-0.55,0.01
20190416,0.13,0.12,0.71,0.01
20190417,-0.32,-0.7,0.84,0.01
20190418,0.11,-0.25,-0.5,0.01
20190422,0.11,-0.46,-0.57,0.01
20190423,0.97,0.72,-0.5,0.01
20190424,-0.22,0.28,-0.08,0.01
20190425,-0.14,-0.75,-0.21,0.01
20190426,0.53,0.43,0.06,0.01
20190429,0.18,0.09,0.65,0.01
20190430,-0.04,-0.7,0.27,0.01
20190501,-0.83,-0.1,-0.02,0.009
20190502,-0.16,0.45,-0.28,0.009
20190503,1.13,0.93,-0.27,0.009
20190506,-0.39,0.6,-0.42,0.009
20190507,-1.69,-0.28,0.49,0.009
20190508,-0.21,-0.16,-0.31,0.009
20190509,-0.28,0.08,0.1,0.009
20190510,0.35,-0.37,0.07,0.009
20190513,-2.65,-0.73,0.28,0.009
20190514,0.91,0.41,-0.02,0.009
20190515,0.58,0.05,-0.96,0.009
20190516,0.91,-0.39,-0.33,0.009
20190517,-0.72,-0.8,0.28,0.009
20190520,-0.65,-0.23,0.73,0.009
20190521,0.9,0.43,-0.34,0.009
20190522,-0.4,-0.51,-0.62,0.009
20190523,-1.37,-0.69,-0.27,0.009
20190524,0.23,0.51,0.3,0.009
20190528,-0.78,0.29,-0.63,0.009
20190529,-0.71,-0.29,0.41,0.009
20190530,0.14,-0.27,-0.77,0.009
20190531,-1.37,-0.22,-0.11,0.009
20190603,-0.4,0.33,1.68,0.009
20190604,2.32,0.42,-0.03,0.009
20190605,0.7,-0.98,-0.97,0.009
20190606,0.55,-1.04,0.02,0.009
20190607,1.04,0.04,-1.19,0.009
20190610,0.54,-0.04,0.07,0.009
20190611,-0.12,-0.26,0.57,0.009
20190612,-0.2,0.42,-1,0.009
20190613,0.52,0.66,-0.04,0.009
20190614,-0.27,-0.78,0.31,0.009
20190617,0.15,0.64,-1.13,0.009
20190618,1.04,0.16,0.35,0.009
20190619,0.32,0.11,-0.6,0.009
20190620,0.89,-0.37,-0.22,0.009
20190621,-0.21,-0.47,-0.03,0.009
20190624,-0.35,-0.9,0.08,0.009
20190625,-0.98,0.34,0.72,0.009
20190626,-0.07,-0.05,0.27,0.009
20190627,0.59,1.42,-0.1,0.009
20190628,0.68,0.63,0.62,0.009
20190701,0.75,-0.53,-0.13,0.009
20190702,0.14,-0.81,-0.81,0.009
20190703,0.79,-0.04,-0.32,0.009
20190705,-0.1,0.16,0.91,0.009
20190708,-0.58,-0.45,0.06,0.009
20190709,0.19,-0.15,-0.43,0.009
20190710,0.4,-0.15,-0.36,0.009
20190711,0.19,-0.79,0.04,0.009
20190712,0.53,0.18,0.41,0.009
20190715,-0.05,-0.35,-1.06,0.009
20190716,-0.32,0.35,0.11,0.009
20190717,-0.64,-0.14,-0.65,0.009
20190718,0.35,-0.29,0.01,0.009
20190719,-0.57,0.16,0.86,0.009
20190722,0.25,-0.45,-0.48,0.009
20190723,0.64,-0.23,0.8,0.009
20190724,0.66,0.75,0.86,0.009
20190725,-0.63,-0.66,-0.11,0.009
20190726,0.82,0.39,-0.19,0.009
20190729,-0.32,-0.34,-0.46,0.009
20190730,-0.17,1.37,0.88,0.009
20190731,-1.1,0.12,0.62,0.009
20190801,-1.04,-0.42,-1.9,0.007
20190802,-0.87,-0.32,0.07,0.007
20190805,-3.07,-0.01,0.01,0.007
20190806,1.3,-0.41,-0.59,0.007
20190807,0.07,0.08,-0.9,0.007
20190808,1.97,0.03,-0.25,0.007
20190809,-0.78,-0.43,-0.22,0.007
20190812,-1.31,0.29,-0.26,0.007
20190813,1.47,-0.17,-0.53,0.007
20190814,-2.95,0.22,-0.51,0.007
20190815,0.17,-0.61,-0.52,0.007
20190816,1.55,0.53,0.61,0.007
20190819,1.14,0.02,0.21,0.007
20190820,-0.75,0.3,-0.49,0.007
20190821,0.85,0.05,-0.3,0.007
20190822,-0.1,-0.53,0.49,0.007
20190823,-2.66,-0.56,-0.18,0.007
20190826,1.08,-0.02,-0.18,0.007
20190827,-0.46,-0.88,-0.66,0.007
20190828,0.68,0.47,0.61,0.007
20190829,1.35,0.32,0.33,0.007
20190830,0.03,-0.38,0.23,0.007
20190903,-0.86,-0.96,0.12,0.009
20190904,1.08,-0.22,0.43,0.009
20190905,1.42,0.41,0.7,0.009
20190906,-0.02,-0.39,0.05,0.009
20190909,0.07,0.76,3.05,0.009
20190910,0.16,1.07,1.11,0.009
20190911,0.87,1.33,-0.05,0.009
20190912,0.22,-0.31,-0.12,0.009
20190913,-0.02,0.02,0.74,0.009
20190916,-0.23,0.91,0.53,0.009
20190917,0.17,-0.6,-1.19,0.009
20190918,-0.05,-0.75,0.06,0.009
20190919,-0.05,-0.43,-0.46,0.009
20190920,-0.48,0.29,0.15,0.009
20190923,-0.02,-0.17,0.5,0.009
20190924,-1,-0.73,0.01,0.009
20190925,0.69,0.36,0.52,0.009
20190926,-0.41,-0.96,0.13,0.009
20190927,-0.62,-0.33,0.88,0.009
20190930,0.5,-0.17,-0.48,0.009
20191001,-1.31,-0.47,-0.59,0.007
20191002,-1.73,0.89,-0.36,0.007
20191003,0.8,-0.23,-0.9,0.007
20191004,1.39,-0.48,-0.07,0.007
20191007,-0.41,0.16,-0.03,0.007
20191008,-1.61,-0.13,-0.13,0.007
20191009,0.92,-0.55,-0.09,0.007
20191010,0.6,-0.4,0.25,0.007
20191011,1.23,0.48,0.18,0.007
20191014,-0.18,-0.34,-0.03,0.007
20191015,1.03,0.25,-0.26,0.007
20191016,-0.24,0.4,0.22,0.007
20191017,0.37,0.8,-0.29,0.007
20191018,-0.49,-0.35,0.87,0.007
20191021,0.71,0.16,0.34,0.007
20191022,-0.34,0.23,0.84,0.007
20191023,0.25,-0.09,0.27,0.007
20191024,0.25,-0.26,-0.89,0.007
20191025,0.5,0.28,0.07,0.007
20191028,0.62,0.27,-0.25,0.007
20191029,-0.13,0.3,0.5,0.007
20191030,0.28,-0.37,-1.15,0.007
20191031,-0.38,-0.26,-0.43,0.007
20191101,1.07,0.49,0.82,0.006
20191104,0.39,0.03,1.35,0.006
20191105,-0.03,0.24,0.46,0.006
20191106,-0.05,-0.73,0.24,0.006
20191107,0.38,-0.14,0.5,0.006
20191108,0.31,0.07,-0.37,0.006
20191111,-0.19,0,-0.19,0.006
20191112,0.16,-0.11,-0.14,0.006
20191113,0.01,-0.23,-0.82,0.006
20191114,0.07,-0.12,-0.25,0.006
20191115,0.74,-0.25,-0.33,0.006
20191118,0.03,-0.35,-0.51,0.006
20191119,0.02,0.57,-0.94,0.006
20191120,-0.33,0.01,-0.44,0.006
20191121,-0.15,-0.34,0.1,0.006
20191122,0.24,0.06,0.22,0.006
20191125,0.92,1.31,-0.38,0.006
20191126,0.19,0.05,-0.89,0.006
20191127,0.44,0.23,-0.02,0.006
20191129,-0.42,-0.04,-0.31,0.006
20191202,-0.87,-0.25,0.48,0.007
20191203,-0.66,0.6,-0.83,0.007
20191204,0.6,0.14,0.25,0.007
20191205,0.13,-0.21,0.46,0.007
20191206,0.91,0.25,0.36,0.007
20191209,-0.33,0.34,0.12,0.007
20191210,-0.08,0.3,-0.09,0.007
20191211,0.28,-0.07,0.13,0.007
20191212,0.9,-0.13,1.13,0.007
20191213,-0.03,-0.27,-0.54,0.007
20191216,0.74,0.03,-0.05,0.007
20191217,0.1,0.42,0.66,0.007
20191218,-0.05,0.2,0.09,0.007
20191219,0.43,-0.02,-0.42,0.007
20191220,0.48,-0.3,-0.31,0.007
20191223,0.1,0.21,-0.34,0.007
20191224,0.01,0.39,-0.01,0.007
20191226,0.49,-0.54,0,0.007
20191227,-0.1,-0.53,-0.07,0.007
20191230,-0.57,0.19,0.56,0.007
20191231,0.28,-0.01,0.11,0.007
20200102,0.86,-0.88,-0.34,0.006
20200103,-0.67,0.38,0.01,0.006
20200106,0.36,-0.07,-0.55,0.006
20200107,-0.19,-0.01,-0.26,0.006
20200108,0.47,-0.07,-0.64,0.006
20200109,0.65,-0.63,-0.48,0.006
20200110,-0.34,-0.19,-0.34,0.006
20200113,0.73,-0.11,-0.09,0.006
20200114,-0.06,0.4,-0.18,0.006
20200115,0.16,0.46,-0.82,0.006
20200116,0.88,0.51,-0.11,0.006
20200117,0.28,-0.64,-0.12,0.006
20200121,-0.32,-0.52,-0.62,0.006
20200122,0.08,-0.27,0,0.006
20200123,0.08,-0.05,-0.14,0.006
20200124,-0.97,-0.44,-0.28,0.006
20200127,-1.56,0.37,-0.41,0.006
20200128,1.03,-0.13,-0.43,0.006
20200129,-0.11,-0.25,-0.97,0.006
20200130,0.34,-0.69,0.68,0.006
20200131,-1.74,-0.44,-0.35,0.006
20200203,0.84,0.62,-0.67,0.006
20200204,1.57,-0.03,-0.7,0.006
20200205,0.97,0.33,1.48,0.006
20200206,0.27,-0.46,-0.84,0.006
20200207,-0.55,-0.79,-0.02,0.006
20200210,0.73,-0.01,-0.9,0.006
20200211,0.28,0.05,1.04,0.006
20200212,0.66,0.16,-0.36,0.006
20200213,-0.09,0.2,0.01,0.006
20200214,0.14,-0.38,-0.66,0.006
20200218,-0.19,0.16,-0.64,0.006
20200219,0.6,0.18,0.03,0.006
20200220,-0.35,0.49,0.67,0.006
20200221,-1.12,-0.12,0.02,0.006
20200224,-3.39,0.16,0.01,0.006
20200225,-3.09,-0.11,-0.68,0.006
20200226,-0.52,-0.38,-1.2,0.006
20200227,-4.23,0.78,0.06,0.006
20200228,-0.79,0.3,-0.8,0.006
20200302,4.31,-1.69,-0.42,0.006
20200303,-2.8,0.8,-0.63,0.006
20200304,4.03,-1.09,-1.17,0.006
20200305,-3.38,0.24,-1.4,0.006
20200306,-1.78,0.05,-1.48,0.006
20200309,-7.79,-0.42,-4.75,0.006
20200310,4.75,-2.48,0.78,0.006
20200311,-5.06,-0.83,-0.81,0.006
20200312,-9.63,-0.45,-1.14,0.006
20200313,8.98,-2.69,2.94,0.006
20200316,-12.01,-0.21,-0.75,0.006
20200317,5.88,0.85,-0.67,0.006
20200318,-5.56,-3.54,-4.74,0.006
20200319,1.31,5.45,0.95,0.006
20200320,-4.15,0.35,-0.9,0.006
20200323,-2.56,2.22,-3.26,0.006
20200324,9.34,-1.28,2.38,0.006
20200325,1.17,-0.74,1.87,0.006
20200326,6.03,-0.71,1.09,0.006
20200327,-3.48,-0.86,-0.76,0.006
20200330,3.17,-0.3,-2.11,0.006
20200331,-1.44,1.82,-0.38,0.006
20200401,-4.5,-1.56,-1.31,0
20200402,2.1,-0.97,-0.28,0
20200403,-1.64,-1.09,-1.15,0
20200406,7.1,0.77,0.28,0
20200407,-0.11,-0.59,2.1,0
20200408,3.42,0.31,1.27,0
20200409,1.59,1.91,3.19,0
20200413,-0.92,-0.85,-2.4,0
20200414,3.03,-0.18,-3.15,0
20200415,-2.15,-1.23,-2.55,0
20200416,0.62,-0.21,-2.98,0
20200417,2.74,0.75,2.77,0
20200420,-1.57,0.78,-0.91,0
20200421,-3.09,0.94,0.16,0
20200422,2.31,-0.69,-1.66,0
20200423,0.12,1.11,0.55,0
20200424,1.44,0.28,-0.13,0
20200427,1.73,1.59,2.68,0
20200428,-0.45,0.98,2.86,0
20200429,2.92,1.89,1.98,0
20200430,-1.18,-1.41,-1.71,0
20200501,-2.91,-0.55,-0.96,0
20200504,0.54,0.21,-1.29,0
20200505,0.95,0.03,-2.01,0
20200506,-0.53,0.54,-2.72,0
20200507,1.33,-0.06,0.41,0
20200508,1.9,1.39,2.46,0
20200511,0.06,0.47,-3.79,0
20200512,-2.07,-0.84,-1.36,0
20200513,-1.89,-0.9,-2.08,0
20200514,1.15,-1.52,0.92,0
20200515,0.57,1.61,-1.15,0
20200518,3.24,1.58,4.61,0
20200519,-1.01,-0.55,-1.51,0
20200520,1.8,1.09,1.32,0
20200521,-0.71,0.62,0.42,0
20200522,0.27,0.46,-0.85,0
20200526,1.23,0.1,4.54,0
20200527,1.54,0.66,3.59,0
20200528,-0.41,-1.54,-2.41,0
20200529,0.6,-0.3,-1.98,0
20200601,0.51,-0.04,0.43,0
20200602,0.81,-0.09,0.55,0
20200603,1.41,0.16,2.62,0
20200604,-0.34,-0.22,2.9,0
20200605,2.5,0.67,2.75,0
20200608,1.35,0.37,2.07,0
20200609,-0.86,-0.25,-1.92,0
20200610,-0.55,-0.87,-4.1,0
20200611,-5.91,-0.83,-3.03,0
20200612,1.29,0.32,1.82,0
20200615,1.08,1.46,-0.38,0
20200616,1.88,0.61,0.49,0
20200617,-0.41,-0.91,-1.97,0
20200618,0.18,0.09,-0.54,0
20200619,-0.45,0.08,-0.67,0
20200622,0.71,0.84,-1.36,0
20200623,0.41,0.17,-0.6,0
20200624,-2.62,-0.45,-1.36,0
20200625,1.13,0.25,0.51,0
20200626,-2.43,0.12,-1.39,0
20200629,1.51,1.25,1.86,0
20200630,1.58,0.08,-0.01,0
20200701,0.41,-1.27,-2.57,0
20200702,0.51,-0.02,-0.14,0
20200706,1.66,-0.63,0.35,0
20200707,-1.01,-0.5,-1.51,0
20200708,0.89,0.3,-0.46,0
20200709,-0.54,-0.93,-2.61,0
20200710,1.11,-0.07,3.06,0
20200713,-1.19,-0.76,2.04,0
20200714,1.36,0.42,-0.29,0
20200715,1.14,2.43,1.26,0
20200716,-0.38,-0.35,0.81,0
20200717,0.3,0.17,-1.43,0
20200720,1.04,-0.44,-2.38,0
20200721,0.15,0.85,3.28,0
20200722,0.5,-0.62,-0.37,0
20200723,-1.2,0.74,1.98,0
20200724,-0.74,-0.81,0.45,0
20200727,0.88,0.75,-2.02,0
20200728,-0.81,-0.71,1.01,0
20200729,1.36,0.5,0.9,0
20200730,-0.29,0.48,-1.84,0
20200731,0.62,-1.6,-0.66,0
20200803,0.97,1.22,-0.83,0
20200804,0.37,0.45,0.06,0
20200805,0.78,1.04,0.82,0
20200806,0.53,-0.42,-0.85,0
20200807,0.02,0.92,2.4,0
20200810,0.23,0.86,1.73,0
