cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDEOTH,EAMINTAN,EINTOTH,EINTGW,eothnint
"35585","0","2907019","2948517","COMMUNITY FIRST NATIONAL BANK","Manhattan","KS","66502","12/31/2017","8/22/2022","N","215 S. Seth Child Rd.","TTAC CORP","3","0","1","4","0","Riley","31740","Manhattan, KS","2/1/2001","2/1/2001","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://www.cfnb.bank","3715","0","0","0","3715"
"23431","0","643452","2412773","COMMUNITY NATIONAL BANK","Hondo","TX","78861","12/31/2017","8/22/2022","N","1502 Ave. M","MEDINA CMTY BANCSHARES INC","4","0","0","4","1","Medina","41700","San Antonio-New Braunfels, TX","4/20/1981","4/20/1981","5/29/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","2284","31","31","0","2253"
"6271","9996","270504","1115040","COMMUNITY NATIONAL BANK","Derby","VT","5829","12/31/2017","8/22/2022","N","4811 Us. Rt. 5","COMMUNITY BCORP","12","0","0","4","0","Orleans","","","1/15/1851","1/1/1934","1/1/2017","Stock","0","1","OCC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.communitynationalbank.com","6852","273","273","0","6579"
"57395","0","3121308","","COMMUNITY NATIONAL BANK","Monett","MO","65708","12/31/2017","8/22/2022","N","901 E. Hwy. 60","","3","0","0","4","1","Barry","","","9/5/2002","9/5/2002","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","1094","0","0","0","1094"
"25665","13515","354552","1067532","COMMUNITY NATIONAL BANK","Seneca","KS","66538","12/31/2017","8/22/2022","N","210 Main St.","COMMUNITY BANCSHARES INC","4","0","0","2","1","Nemaha","","","10/4/1984","10/4/1984","11/7/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.communitynationalbank.net","2671","0","0","0","2671"
"24897","0","293053","2868950","COMMUNITY NATIONAL BANK","Midland","TX","79701","12/31/2017","8/22/2022","N","401 W. Texas Ave.","MIDLAND BANCSHARES INC","10","0","0","4","0","Midland","33260","Midland, TX","1/3/1984","1/3/1984","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.CNBTX.BANK","6004","0","0","0","6004"
"19272","13129","785932","","COMMUNITY NATIONAL BANK","Dayton","TN","37321","12/31/2017","8/22/2022","N","1271 Market St","","6","0","1","4","1","Rhea","","","10/27/1964","10/27/1964","2/28/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","3805","0","0","0","3805"
"27046","11836","923752","1247398","COMMUNITY NATIONAL BANK & TRUST","Chanute","KS","66720","12/31/2017","8/22/2022","N","14 N. Lincoln Ave.","COMMUNITY BCORP INC","29","0","0","4","0","Neosho","","","9/4/1987","9/4/1987","8/24/2015","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.mybankcnb.com","8040","100","100","0","7940"
"18185","10303","738769","1104017","COMMUNITY NATIONAL BANK & TRUST OF TEXAS","Corsicana","TX","75110","12/31/2017","8/22/2022","N","321 N. 15th St.","COMMUNITY BK HOLDINGS TX INC","14","0","0","4","0","Navarro","","","1/1/1934","4/29/1960","4/11/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","WWW.MYBANKTX.COM","5501","520","520","0","4981"
"19230","0","775241","","COMMUNITY NATIONAL BANK IN MONMOUTH","Monmouth","IL","61462","12/31/2017","8/22/2022","N","311 N. Main St.","","1","0","0","2","0","Warren","","","9/10/1964","9/10/1964","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.cnbmonmouth.com","429","0","0","0","429"
"25161","10925","371559","2015857","COMMUNITY NATIONAL BANK OF OKARCHE","Okarche","OK","73762","12/31/2017","8/22/2022","N","653 Us Hwy 81","NORTHWEST SOONER BANCSHARES","2","0","0","2","1","Kingfisher","","","5/18/1984","5/18/1984","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.cnbbanker.com","577","0","0","0","577"
"2787","12388","466932","1836475","COMMUNITY NEIGHBOR BANK","Camden","AL","36726","12/31/2017","8/22/2022","NM","3 Water St.","FIRST CAMDEN BANCSHARES INC","3","0","0","8","0","Wilcox","","","4/1/1906","1/1/1934","12/30/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.cnbal.net","1508","0","0","0","1508"
"14604","0","527057","3658028","COMMUNITY POINT BANK","Russellville","MO","65074","12/31/2017","8/22/2022","NM","13218 Railroad Ave.","RUSSELLVILLE BCORP INC","3","0","0","2","1","Cole","27620","Jefferson City, MO","7/19/1934","7/28/1934","6/6/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.ourcpb.bank","819","0","0","0","819"
"35524","0","2900092","3184219","COMMUNITY PRIDE BANK","Isanti","MN","55040","12/31/2017","8/22/2022","NM","905 6th Ave. Court Ne","CENTRA VENTURES INC","2","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/5/2000","6/5/2000","7/1/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","855","173","116","57","682"
"5219","11335","813853","2339562","COMMUNITY RESOURCE BANK","Northfield","MN","55057","12/31/2017","8/22/2022","SM","1605 Heritage Dr.","BARLOW BANKING CORP","4","0","0","4","0","Rice","","","9/18/1878","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.crb.bank","1916","0","0","0","1916"
"27969","646","476472","5043691","COMMUNITY SAVINGS","Caldwell","OH","43724","12/31/2017","8/22/2022","SA","425 Main St.","COMMUNITY SAVINGS BCORP INC","1","0","0","5","0","Noble","","","1/1/1885","1/5/1953","1/10/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.mycommunitysavings.com","1000","0","0","0","1000"
"32286","8094","847979","","COMMUNITY SAVINGS BANK","Bethel","OH","45106","12/31/2017","8/22/2022","SA","503 W. Plane St.","","2","0","0","4","0","Clermont","17140","Cincinnati, OH-KY-IN","4/6/1889","3/25/1985","9/12/2014","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankwith-csb.com","1058","52","52","0","1006"
"14633","9324","646743","1131488","COMMUNITY SAVINGS BANK","Edgewood","IA","52042","12/31/2017","8/22/2022","NM","101 E. Union St.","COMMUNITY FINANCIAL CORP","11","0","0","2","1","Delaware","","","1/10/1910","8/3/1934","6/3/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.csbiowa.com","3410","81","81","0","3329"
"28841","2470","520777","","COMMUNITY SAVINGS BANK","Chicago","IL","60641","12/31/2017","8/22/2022","SB","4801 W. Belmont St.","","2","0","0","8","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1925","4/25/1938","7/19/2006","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.communitysavingsbank.bank","2263","0","0","0","2263"
"34944","0","2735324","2735333","COMMUNITY SHORES BANK","Muskegon","MI","49441","12/31/2017","8/22/2022","NM","1030 W. Norton Ave.","COMMUNITY SHORES BANK CORP","4","0","0","4","0","Muskegon","34740","Muskegon, MI","1/15/1999","1/15/1999","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","1919","0","0","0","1919"
"50","13450","470032","3587294","COMMUNITY SPIRIT BANK","Red Bay","AL","35582","12/31/2017","8/22/2022","NM","200 4th Ave. Sw","INDEPENDENT BANCSHARES EMPLOYEE STK OWNERSHIP PLAN","5","0","1","8","0","Franklin","","","3/17/1908","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.communityspirit.bank","1635","0","0","0","1635"
"5619","0","378044","4152877","COMMUNITY STATE BANK","Bradley","AR","71826","12/31/2017","8/22/2022","NM","208 W. 4th St.","ALLCORP INC","2","0","0","8","1","Lafayette","","","1/1/1933","1/1/1934","8/7/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.csbarkansas.com","232","0","0","0","232"
"17551","0","92144","","COMMUNITY STATE BANK","Paton","IA","50217","12/31/2017","8/22/2022","NM","207 S. Main St.","","1","0","0","2","0","Greene","","","2/15/1956","2/15/1956","5/20/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.csbpaton.com","197","0","0","0","197"
"18272","12656","790543","2125813","COMMUNITY STATE BANK","Ankeny","IA","50023","12/31/2017","8/22/2022","SM","817 N. Ankeny Blvd.","QCR HOLDINGS INC","10","0","0","4","0","Polk","19780","Des Moines-West Des Moines, IA","7/15/1960","7/15/1960","6/14/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankcsb.com","6550","724","724","0","5826"
"8067","0","322449","","COMMUNITY STATE BANK","Brook","IN","47922","12/31/2017","8/22/2022","NM","244 W. Main","","1","0","0","2","0","Newton","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1931","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.communitystatebank.com","694","0","0","0","694"
"14883","13002","502746","1139738","COMMUNITY STATE BANK","Avilla","IN","46710","12/31/2017","8/22/2022","SM","802 E. Albion St.","COMMUNITY FINANCIAL CORP","4","0","0","4","0","Noble","","","2/19/1931","11/20/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbbankonline.bank","2179","0","0","0","2179"
"19749","13525","906652","3199585","COMMUNITY STATE BANK","Coffeyville","KS","67337","12/31/2017","8/22/2022","NM","1414 W. 11th St.","COFFEYVILLE BCORP INC","3","0","0","4","0","Montgomery","","","10/2/1967","10/2/1967","11/9/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.ourlocalbank.com","1104","0","0","0","1104"
"10114","10822","772240","1203778","COMMUNITY STATE BANK","Tipton","IA","52772","12/31/2017","8/22/2022","NM","509 Lynn St","FIDELITY CO","4","0","0","2","0","Cedar","","","1/1/1894","1/1/1934","5/3/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","798","0","0","0","798"
"23257","0","987231","1207860","COMMUNITY STATE BANK","Galva","IL","61434","12/31/2017","8/22/2022","NM","625 S.E. 2nd St.","GALVA INVESTMENT INC","5","0","0","4","1","Henry","19340","Davenport-Moline-Rock Island, IA-IL","11/24/1980","11/24/1980","8/8/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.commstatebank.com","1481","65","65","0","1416"
"22567","14736","367150","2516961","COMMUNITY STATE BANK","Shelbina","MO","63468","12/31/2017","8/22/2022","NM","208 N. Ctr. St.","COMMUNITY STATE BANCSHARES INC","2","0","0","8","0","Shelby","","","11/28/1977","11/28/1977","6/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.commbankonline.com","265","0","0","0","265"
"9536","9943","130345","3195671","COMMUNITY STATE BANK","Union Grove","WI","53182","12/31/2017","8/22/2022","NM","1500 Main St.","COMMUNITY STB EMPLOYEE STK OWNERSHIP PLAN&TR","7","0","0","4","1","Racine","39540","Racine, WI","1/1/1903","1/1/1934","2/4/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","WWW.CSB.BANK","2978","0","0","0","2978"
"58732","0","3617856","3619140","COMMUNITY STATE BANK","Lamar","CO","81052","12/31/2017","8/22/2022","NM","717 N. Main St.","COMMUNITY STATE BANKSHARES INC","2","0","0","2","1","Prowers","","","7/15/2008","7/15/2008","7/16/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.csb-lamar.com","775","0","0","0","775"
"27201","53146","1176920","1249749","COMMUNITY STATE BANK","Hennessey","OK","73742","12/31/2017","8/22/2022","NM","525 N. Main St.","WARRIOR BANK CORP INC","3","0","0","2","1","Kingfisher","","","3/24/1988","3/24/1988","8/10/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.mycsb.com","633","0","0","0","633"
"17734","0","853934","1134199","COMMUNITY STATE BANK","Starke","FL","32091","12/31/2017","8/22/2022","NM","811 S. Walnut St.","COMMUNITY STATE BANK CORP","2","0","0","8","1","Bradford","","","3/19/1957","3/19/1957","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.communitystatebank-fl.com","1882","0","0","0","1882"
"230","16077","849348","1131424","COMMUNITY STATE BANK","Spencer","IA","51301","12/31/2017","8/22/2022","NM","1812 Hwy. Blvd.","COMMUNITY STATE BCORP","4","0","0","2","1","Clay","","","1/1/1914","1/1/1934","10/21/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.ecommunitybank.org","1245","30","30","0","1215"
"1839","0","987848","1210347","COMMUNITY STATE BANK","Royal Center","IN","46978","12/31/2017","8/22/2022","NM","101 N Chicago St","COMMUNITY BCORP","4","0","0","2","0","Cass","","","5/22/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.csbnetbank.com","1481","0","0","0","1481"
"26416","0","147651","1137293","COMMUNITY STATE BANK OF CANTON","Canton","OK","73724","12/31/2017","8/22/2022","NM","101 W Main St","CANTON BANCSHARES INC","1","0","0","2","0","Blaine","","","10/10/1985","10/10/1985","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.csbcanton.com","424","0","0","0","424"
"1936","11336","825548","","COMMUNITY STATE BANK OF MISSOURI","Bowling Green","MO","63334","12/31/2017","8/22/2022","NM","117 W. Church St.","","2","0","0","2","1","Pike","","","1/26/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.c-s-b.com","1781","0","0","0","1781"
"16976","14414","121914","1248854","COMMUNITY STATE BANK OF ORBISONIA","Orbisonia","PA","17243","12/31/2017","8/22/2022","NM","761 Elliott St","ORBISONIA COMMUNITY BCORP INC","7","0","0","5","0","Huntingdon","","","1/11/1951","1/11/1951","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.communitystate.bank","3927","0","0","0","3927"
"21988","13054","875048","1427659","COMMUNITY STATE BANK OF ROCK FALLS","Rock Falls","IL","61071","12/31/2017","8/22/2022","NM","1801 1st Ave.","COMMUNITY ILLINOIS CORP","5","0","0","2","0","Whiteside","","","4/24/1975","4/24/1975","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.commstbk.com","1974","0","0","0","1974"
"8058","13861","198046","1134153","COMMUNITY STATE BANK OF SOUTHWESTERN INDIANA","Poseyville","IN","47633","12/31/2017","8/22/2022","NM","220 S. Lockwood St.","CYNTHIANA BCORP","6","0","0","8","1","Posey","21780","Evansville, IN-KY","7/15/1925","1/1/1934","7/20/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","","672","8","8","0","664"
"13380","11988","484141","2251806","COMMUNITY TRUST BANK","Irvington","IL","62848","12/31/2017","8/22/2022","NM","107 S 2nd St","COMMUNITY BANCSHARES INC","3","0","0","2","0","Washington","","","1/1/1934","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.communitytrustbk.com","763","0","0","0","763"
"2720","9685","509811","1070644","COMMUNITY TRUST BANK, INC.","Pikeville","KY","41501","12/31/2017","8/22/2022","SM","346 N. Mayo Trail","COMMUNITY TRUST BCORP INC","80","0","1","4","0","Pike","","","11/17/1903","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.ctbi.com","37994","133","133","0","37861"
"58500","0","3637706","4909521","COMMUNITY VALLEY BANK","El Centro","CA","92244","12/31/2017","8/22/2022","NM","1443 Main St.","CMUV BCORP","4","0","0","4","0","Imperial","20940","El Centro, CA","10/1/2007","10/1/2007","3/2/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.yourcvb.com","2048","0","0","0","2048"
"27572","0","1412712","2626299","COMMUNITY WEST BANK, NATIONAL ASSOCIATION","Goleta","CA","93117","12/31/2017","8/22/2022","N","5827 Hollister Ave.","COMMUNITY WEST BANCSHARES","9","0","0","4","0","Santa Barbara","42200","Santa Maria-Santa Barbara, CA","8/21/1989","8/21/1989","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","www.communitywestbank.com","5434","0","0","0","5434"
"3363","0","774262","3594890","COMMUNITYBANK OF TEXAS, N.A.","Beaumont","TX","77706","12/31/2017","8/22/2022","N","5999 Delaware St.","HILLISTER ENTERPRISES II INC","33","0","0","4","0","Jefferson","13140","Beaumont-Port Arthur, TX","3/6/1926","1/1/1934","7/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.communitybankoftx.com","19963","1079","1079","0","18884"
"19048","10256","697633","1391237","COMPASS BANK","Birmingham","AL","35233","12/31/2017","8/22/2022","SM","15 20th St. S","BANCO BILBAO VIZCAYA ARGENTARIA SA","647","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","3/2/1964","3/2/1964","2/24/2011","Stock","0","1","FED","DIF","Atlanta","WASHINGTON","Shelby","Atlanta","Southern","Southeast","0","0","","826547","10099","10099","0","816448"
"29430","3439","373272","","COMPASS SAVINGS BANK","Wilmerding","PA","15148","12/31/2017","8/22/2022","SB","111 Westinghouse Ave","","1","0","0","5","0","Allegheny","38300","Pittsburgh, PA","1/1/1934","5/6/1935","7/1/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.compassbank.us","595","0","0","0","595"
"9727","0","273653","2623551","CONCORDE BANK","Blomkest","MN","56216","12/31/2017","8/22/2022","NM","16 S.W. Main St.","MATSON FINANCIAL INC","2","0","0","2","1","Kandiyohi","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","http://www.concordebanks.com","287","0","0","0","287"
"8527","11229","819556","2557414","CONCORDIA BANK & TRUST COMPANY","Vidalia","LA","71373","12/31/2017","8/22/2022","NM","904 Carter St.","CONCORDIA CAPITAL CORP","7","0","1","4","1","Concordia","","","7/1/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.concordiabank.com","3905","91","0","91","3814"
"13788","0","164957","1249495","CONCORDIA BANK OF CONCORDIA, MISSOURI","Concordia","MO","64020","12/31/2017","8/22/2022","NM","547 Main St.","NORTHERN MO BANCSHARES INC","4","0","0","4","0","Lafayette","28140","Kansas City, MO-KS","5/1/1932","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.concordia-bank.com","753","0","0","0","753"
"57614","0","3187630","3391129","CONGRESSIONAL BANK","Potomac","MD","20854","12/31/2017","8/22/2022","NM","7963 Tuckerman Ln.","CONGRESSIONAL BANCSHARES INC","7","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","10/17/2003","10/17/2003","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://WWW.FORBRIGHTBANK.COM","14867","0","0","0","14867"
"28677","2123","203575","4028897","CONNEAUT SAVINGS BANK","Conneaut","OH","44030","12/31/2017","8/22/2022","SB","305 Main St.","CONNEAUT BCORP MHC","3","0","1","5","0","Ashtabula","","","1/1/1888","1/8/1937","2/16/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.conneautsavings.com","872","0","0","0","872"
"34876","0","2756909","2863946","CONNECTICUT COMMUNITY BANK, NATIONAL ASSOCIATION","Westport","CT","6880","12/31/2017","8/22/2022","N","1495 Post Rd. E.","ASSOCIATED COMMUNITY BCORP INC","9","0","0","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","12/28/1998","12/28/1998","7/29/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","New York","Northeastern","Northeast","0","1","www.ccbankonline.com","4489","0","0","0","4489"
"955","0","624246","1357037","CONNECTION BANK","Fort Madison","IA","52627","12/31/2017","8/22/2022","SM","Avenue G &7th St.","FORT MADISON FINANCIAL CO","6","0","0","4","1","Lee","","","7/1/1854","1/1/1934","9/17/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","WWW.MYCONNECTIONBANK.COM","2743","400","400","0","2343"
"13585","0","894245","4848246","CONNECTIONS BANK","Ashland","MO","65010","12/31/2017","8/22/2022","SM","301 E. Broadway","CONNECTIONS BANCSHARES INC","3","0","0","8","0","Boone","17860","Columbia, MO","10/11/1923","1/9/1934","4/14/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","546","20","20","0","526"
"57919","0","3317932","1048764","CONNECTONE BANK","Englewood Cliffs","NJ","7632","12/31/2017","8/22/2022","NM","301 Sylvan Ave.","CONNECTONE BCORP INC","21","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/15/2005","1/15/2005","7/1/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.connectonebank.com","35468","724","724","0","34744"
"19482","12891","477321","2286228","CONSUMERS NATIONAL BANK","Minerva","OH","44657","12/31/2017","8/22/2022","N","614 E. Lincoln Way","CONSUMERS BCORP INC","13","0","0","4","0","Stark","15940","Canton-Massillon, OH","9/1/1965","9/1/1965","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.consumers.bank","4322","0","0","0","4322"
"57571","0","3220863","3191459","CONTINENTAL BANK","Salt Lake City","UT","84101","12/31/2017","8/22/2022","NM","15 W. S. Temple, # 420","CONTINENTAL BCORP","1","0","0","4","1","Salt Lake","41620","Salt Lake City, UT","11/3/2003","11/3/2003","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.cbankus.com","2557","0","0","0","2557"
"21578","0","837037","1129681","CONTINENTAL NATIONAL BANK","Miami","FL","33135","12/31/2017","8/22/2022","N","1801 S.W. 1st St.","CONTINENTAL BCORP","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","5/10/1974","5/10/1974","2/6/2014","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","5482","0","0","0","5482"
"4649","13646","972750","2338033","CONWAY BANK","Conway Springs","KS","67031","12/31/2017","8/22/2022","NM","124 W. Spring Ave.","NORCON FINANCIAL CORP","4","0","0","2","0","Sumner","48620","Wichita, KS","5/1/1886","1/1/1934","10/13/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.conwaybank.net","1039","27","18","9","1012"
"8231","9508","398837","3319972","COPIAH BANK","Hazlehurst","MS","39083","12/31/2017","8/22/2022","SM","101 Caldwell Dr.","COPIAH BANCSHARES INC","9","0","0","4","0","Copiah","27140","Jackson, MS","10/26/1891","1/1/1934","10/26/2016","Stock","0","1","FED","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","WWW.COPIAHBANK.COM","2611","0","0","0","2611"
"34363","0","976552","3428502","CORE BANK","Omaha","NE","68144","12/31/2017","8/22/2022","NM","12100 W. Ctr. Rd.","DS HOLDING CO INC","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/27/1996","12/27/1996","9/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.corebank.com","4608","0","0","0","4608"
"18100","11298","361055","2883298","COREFIRST BANK & TRUST","Topeka","KS","66611","12/31/2017","8/22/2022","NM","3035 S. Topeka Ave.","COMMERCE B&T HOLDING EMPLOYEE STK OWNERSHIP PLAN","17","0","1","4","1","Shawnee","45820","Topeka, KS","11/30/1959","11/30/1959","3/26/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.cbtks.com","9131","0","0","0","9131"
"16868","0","177555","1133138","CORN GROWERS STATE BANK","Murdock","NE","68407","12/31/2017","8/22/2022","NM","333 Nebraska St.","MCHUGH INVESTMENT CO","1","0","0","2","0","Cass","36540","Omaha-Council Bluffs, NE-IA","1/3/1950","1/11/1950","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.corngrowersbank.com","434","0","0","0","434"
"35284","0","2895835","3347564","CORNERSTONE BANK","Wilson","NC","27896","12/31/2017","8/22/2022","NM","3710 W. Nash St.","CB FINANCIAL CORP","1","0","0","4","0","Wilson","","","3/15/2000","3/15/2000","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","1135","0","0","0","1135"
"57250","52163","3027763","3027754","CORNERSTONE BANK","Overland Park","KS","66221","12/31/2017","8/22/2022","SM","9120 W. 135th St.","CORNERSTONE BANCSHARES INC","1","0","0","4","1","Johnson","28140","Kansas City, MO-KS","10/26/2001","10/26/2001","10/24/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.cornerstonebk.com","1603","0","0","0","1603"
