cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDEOTH,EAMINTAN,EINTOTH,EINTGW,eothnint
"13198","0","879457","3435283","CORNERSTONE BANK","Fargo","ND","58104","12/31/2017","8/22/2022","NM","2280 45th St. S.","CORNERSTONE HOLDING CO INC","12","0","1","4","1","Cass","22020","Fargo, ND-MN","7/15/1907","1/1/1934","3/14/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.cornerstonebanks.net","6202","651","517","134","5551"
"2318","0","537355","1059443","CORNERSTONE BANK","Watonga","OK","73772","12/31/2017","8/22/2022","NM","115 W. A St.","WATONGA BANCSHARES INC","3","0","0","7","0","Blaine","","","1/28/1928","1/1/1934","10/2/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1497","0","0","0","1497"
"5496","0","403151","1050646","CORNERSTONE BANK","York","NE","68467","12/31/2017","8/22/2022","SM","529 N. Lincoln Ave.","FIRST YORK BAN CORP","42","0","0","2","1","York","","","4/22/1882","1/1/1934","1/6/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.cornerstoneconnect.com","12887","1781","930","851","11106"
"30067","4676","843476","","CORNERSTONE BANK","Clarinda","IA","51632","12/31/2017","8/22/2022","SM","123 E. Main St.","","1","0","0","8","0","Page","","","1/1/1897","6/12/1967","6/30/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.cornerstonebankia.com","487","0","0","0","487"
"35286","0","2850768","3831513","CORNERSTONE BANK","Moorestown","NJ","8057","12/31/2017","8/22/2022","NM","253 W. Main St.","CORNERSTONE FINANCIAL CORP","7","0","0","4","0","Burlington","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/4/1999","10/4/1999","9/10/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.cornerstonebanknj.com","1841","0","0","0","1841"
"5635","11214","514048","2941769","CORNERSTONE BANK","Eureka Springs","AR","72632","12/31/2017","8/22/2022","NM","70 S. Main St.","EUREKA BANCSHARES INC","6","0","0","2","1","Carroll","","","5/1/1912","1/1/1934","11/3/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.cstonebank.net","3165","0","0","0","3165"
"90282","7953","447100","3547010","CORNERSTONE BANK","Spencer","MA","1562","12/31/2017","8/22/2022","SM","176 Main St.","SSB COMMUNITY BCORP MHC","15","0","0","4","0","Worcester","49340","Worcester, MA-CT","4/5/1871","7/8/1985","10/25/2017","Stock","0","0","FED","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.cornerstonebank.com","11432","582","582","0","10850"
"10045","0","978239","3217537","CORNERSTONE BANK, INC.","West Union","WV","26456","12/31/2017","8/22/2022","NM","101 W. Main St.","CORNERSTONE FINL SERVICES INC","4","0","0","7","0","Doddridge","","","1/1/1934","1/1/1934","12/1/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","934","0","0","0","934"
"58859","0","3816163","","CORNERSTONE BANK, NATIONAL ASSOCIATION","Lexington","VA","24450","12/31/2017","8/22/2022","N","54 S. Main St.","","2","0","0","4","0","Rockbridge","","","2/17/2009","2/17/2009","4/11/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.cornerstonebankva.com","1597","0","0","0","1597"
"33137","0","1478231","1492246","CORNERSTONE COMMUNITY BANK","Grafton","WI","53024","12/31/2017","8/22/2022","NM","2090 Wisconsin Ave.","COMMUNITY BANCSHARES OF WI INC","2","0","0","4","0","Ozaukee","33340","Milwaukee-Waukesha-West Allis, WI","9/26/1990","9/26/1990","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.cornerstonecommunity.bank","1329","0","0","0","1329"
"58411","0","3485420","4741011","CORNERSTONE COMMUNITY BANK","Red Bluff","CA","96080","12/31/2017","8/22/2022","SM","237 S. Main St.","CORNERSTONE COMMUNITY BCORP","3","0","0","4","0","Tehama","","","10/23/2006","10/23/2006","8/10/2016","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","http://www.bankcornerstone.com","2002","0","0","0","2002"
"57061","0","2929392","2929383","CORNERSTONE NATIONAL BANK & TRUST COMPANY","Palatine","IL","60067","12/31/2017","8/22/2022","N","1 W N.W. Hwy","CORNERSTONE BCORP INC","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/16/2000","10/16/2000","7/19/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.cornerstonenb.com","3334","0","0","0","3334"
"21525","14276","914853","1125423","CORNERSTONE STATE BANK","Montgomery","MN","56069","12/31/2017","8/22/2022","NM","401 4th St Nw","CORNERSTONE BCORP INC","7","0","0","4","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","4/8/1974","4/8/1974","3/11/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","HTTP://WWW.CORNERSTONESTATEBANK.COM","1372","167","167","0","1205"
"35027","15682","2992501","3839920","CORNERSTONEBANK","Atlanta","GA","30327","12/31/2017","8/22/2022","SA","2060 Mount Paran Rd, Northwe","CORNERSTONE BANCSHARES","3","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","2/20/2001","2/20/2001","3/30/2016","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","3958","0","0","0","3958"
"14264","15361","544652","2022529","CORNHUSKER BANK","Lincoln","NE","68510","12/31/2017","8/22/2022","SM","8310 O St.","CORNHUSKER GROWTH CORP","10","0","0","4","1","Lancaster","30700","Lincoln, NE","8/24/1903","4/18/1934","6/9/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.cornhuskerbank.com","2765","0","0","0","2765"
"6063","9372","61355","1125740","CORTRUST BANK NATIONAL ASSOCIATION","Mitchell","SD","57301","12/31/2017","8/22/2022","N","100 E. Havens St.","HOPKINS FINANCIAL CORP","25","0","1","4","0","Davison","","","10/31/1930","1/1/1934","3/22/2013","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.cortrustbank.com","8980","157","157","0","8823"
"13616","0","837046","1133615","CORYDON STATE BANK","Corydon","IA","50060","12/31/2017","8/22/2022","NM","201 W. Jackson St.","DENTEL BCORP","1","0","0","2","1","Wayne","","","1/1/1926","1/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","429","0","0","0","429"
"8798","15460","473930","1081097","COTTONPORT BANK","Cottonport","LA","71327","12/31/2017","8/22/2022","NM","942 Bryan St.","MANSURA BANCSHARES INC","13","0","0","4","0","Avoyelles","","","7/2/1902","1/1/1934","10/31/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.cottonportbank.com","3033","68","0","68","2965"
"17160","0","921655","1060690","COTTONWOOD VALLEY BANK","Cedar Point","KS","66843","12/31/2017","8/22/2022","SM","123 Main St.","CEDAR POINT BANCSHARES INC","5","0","0","2","1","Chase","","","1/25/1914","12/8/1952","3/24/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.cottonwoodvalleybank.com","85","0","0","0","85"
"18361","12544","457752","1126989","COULEE BANK","La Crosse","WI","54601","12/31/2017","8/22/2022","NM","1516 Losey Blvd. S.","COULEE BANCSHARES INC","7","0","1","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","2/27/1961","3/20/1961","5/21/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","www.couleebank.net","2940","0","0","0","2940"
"27226","12007","1191482","3200230","COUNTRY BANK","New York","NY","10017","12/31/2017","8/22/2022","NM","655 3rd Ave, 9th Fl.","COUNTRY BANK HOLDING CO INC","6","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/21/1988","4/21/1988","10/15/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","5285","0","0","0","5285"
"23992","5068","689209","","COUNTRY BANK FOR SAVINGS","Ware","MA","1082","12/31/2017","8/22/2022","SB","75 Main St.","","15","0","0","4","0","Hampshire","44140","Springfield, MA","7/1/1850","8/16/1982","9/29/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.countrybank.com","9781","0","0","0","9781"
"8888","0","625654","1053496","COUNTRY CLUB BANK","Kansas City","MO","64112","12/31/2017","8/22/2022","SM","One Ward Pkwy.","CCB FINANCIAL CORP","24","0","1","4","1","Jackson","28140","Kansas City, MO-KS","12/2/1905","1/1/1934","8/31/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.countryclubbank.com","16541","0","0","0","16541"
"35602","16088","449935","","COUNTRY TRUST BANK","Bloomington","IL","61701","12/31/2017","8/22/2022","SA","1705 N. Towanda Ave.","","1","0","0","7","0","Mclean","14010","Bloomington, IL","5/1/2000","5/1/2000","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.countryfinancial.com/","17237","0","0","0","17237"
"1438","0","474357","2090779","COUNTRYSIDE BANK","Unadilla","NE","68454","12/31/2017","8/22/2022","NM","379 Main St.","UB INC","3","0","0","2","0","Otoe","","","5/1/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.countrysidebank.com","450","0","0","0","450"
"21952","15501","225335","1204814","COUNTRYSIDE BANK","Countryside","IL","60525","12/31/2017","8/22/2022","NM","6734 Joliet Rd.","SBC INC","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/19/1975","3/19/1975","9/27/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","6215","154","154","0","6061"
"12126","0","477844","2745613","COUNTY BANK","Sigourney","IA","52591","12/31/2017","8/22/2022","NM","201 S. Jefferson St.","FOUNTAIN VIEW BCORP INC","5","0","0","2","0","Keokuk","","","1/1/1884","1/1/1934","2/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.yourcountybank.com","1573","126","126","0","1447"
"33009","12668","1459735","3246425","COUNTY BANK","Rehoboth Beach","DE","19971","12/31/2017","8/22/2022","NM","19927 Shuttle Rd.","CB FINANCIAL CORP","7","0","0","4","0","Sussex","41540","Salisbury, MD-DE","7/9/1990","7/9/1990","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","http://WWW.COUNTYBANKDEL.COM","3240","0","0","0","3240"
"12220","0","1016848","1067877","COUNTY BANK","Brunswick","MO","65236","12/31/2017","8/22/2022","NM","116 W. Broadway","CHARITON COUNTY BANCSHARES INC","3","0","0","2","1","Chariton","","","4/2/1877","1/1/1934","4/22/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","countybankonline.com","1356","0","0","0","1356"
"32904","0","1442661","","COUNTY FIRST BANK","La Plata","MD","20646","12/31/2017","8/22/2022","NM","202 Centennial St.","","7","0","1","4","0","Charles","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","3/28/1990","3/28/1990","10/7/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","2589","0","0","0","2589"
"29231","3136","658072","","COUNTY SAVINGS BANK","Essington","PA","19029","12/31/2017","8/22/2022","SA","10 Powhattan Ave","","3","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1920","1/17/1972","11/1/2015","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.countysavingsbank.com","748","0","0","0","748"
"9155","13478","271529","3147625","COUNTYBANK","Greenwood","SC","29646","12/31/2017","8/22/2022","NM","419 Main St.","TCB CORP","11","0","0","4","1","Greenwood","","","6/5/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.ecountybank.com","7149","20","20","0","7129"
"58502","0","3540310","4932529","COVENANT BANK","Doylestown","PA","18901","12/31/2017","8/22/2022","NM","1980 S. Easton Rd, # 110","COVENANT FINANCIAL INC","1","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","11/7/2007","11/7/2007","2/5/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","3581","0","0","0","3581"
"34460","0","2621285","2621294","COVENANT BANK","Leeds","AL","35094","12/31/2017","8/22/2022","NM","7924 Pkwy. Dr.","COVENANT BANCGROUP INC","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","12/30/1997","12/30/1997","3/20/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.millennial.bank","1577","0","0","0","1577"
"21998","0","697035","2228590","COVINGTON COUNTY BANK","Collins","MS","39428","12/31/2017","8/22/2022","NM","102 S Dogwood Ave","COVINGTON CAPITAL CORP","2","0","0","2","0","Covington","25620","Hattiesburg, MS","5/1/1975","5/1/1975","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.covcobank.com","834","0","0","0","834"
"8725","10839","544951","2992426","COWBOY STATE BANK","Ranchester","WY","82839","12/31/2017","8/22/2022","SM","515 Dayton St.","COWBOY STATE BCORP INC","2","0","0","4","1","Sheridan","","","1/1/1912","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.cowboystatebank.com","513","0","0","0","513"
"8511","15783","810544","1021570","CRAWFORD COUNTY TRUST AND SAVINGS BANK","Denison","IA","51442","12/31/2017","8/22/2022","NM","21 N. Main St.","VIKING CORP THE","3","0","0","2","1","Crawford","","","3/15/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","https://www.crawfordcountybank.com","845","0","0","0","845"
"33855","0","2122997","","CREDIT FIRST NATIONAL ASSOCIATION","Brook Park","OH","44142","12/31/2017","8/22/2022","N","6275 Eastland Rd.","","1","0","0","7","0","Cuyahoga","17460","Cleveland-Elyria, OH","10/19/1993","10/19/1993","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","","16121","0","0","0","16121"
"25620","0","639567","","CREDIT ONE BANK, NATIONAL ASSOCIATION","Las Vegas","NV","89113","12/31/2017","8/22/2022","N","6801 S. Cimarron Rd.","","1","0","0","7","1","Clark","29820","Las Vegas-Henderson-Paradise, NV","7/30/1984","7/30/1984","12/15/2017","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","0","WWW.CREDITONEBANK.COM","365867","0","0","0","365867"
"33492","0","1885932","2254508","CRESCENT BANK & TRUST","New Orleans","LA","70163","12/31/2017","8/22/2022","NM","1100 Poydras St, # 100","CB&T HOLDING CORP","33","0","1","6","1","Orleans","35380","New Orleans-Metairie, LA","8/30/1991","8/30/1991","8/22/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.cbtno.com","21952","0","0","0","21952"
"57135","0","3013823","2507790","CRESCOM BANK","Charleston","SC","29401","12/31/2017","8/22/2022","NM","288 Meeting St.","CAROLINA FINANCIAL CORP","63","0","1","4","0","Charleston","16700","Charleston-North Charleston, SC","7/2/2001","7/2/2001","11/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","","18569","1037","1037","0","17532"
"28818","2422","172475","3836901","CREST SAVINGS BANK","Wildwood","NJ","8260","12/31/2017","8/22/2022","SB","3301 Pacific Ave.","CREST SAVINGS BCORP MHC","6","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1919","4/6/1961","6/29/2011","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.crestsavings.bank","3700","59","59","0","3641"
"34353","0","2382308","2382296","CRESTMARK BANK","Troy","MI","48098","12/31/2017","8/22/2022","NM","5480 Corp Drive, # 350","CRESTMARK BCORP INC","1","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","10/1/1996","10/1/1996","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","54618","190","190","0","54428"
"24561","15567","1015467","1141861","CROCKETT NATIONAL BANK","San Antonio","TX","78209","12/31/2017","8/22/2022","N","8018 Broadway St.","CROCKETT CNTY NATL BANCSHARES","5","0","0","2","1","Bexar","41700","San Antonio-New Braunfels, TX","6/20/1983","6/20/1983","10/2/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","crockettnationalbank.com","8742","0","0","0","8742"
"13821","0","989347","1131611","CROSS COUNTY BANK","Wynne","AR","72396","12/31/2017","8/22/2022","NM","1 Cross County Plaza","CROSS COUNTY BANCSHARES INC","9","0","0","2","0","Cross","","","6/4/1891","2/1/1934","11/16/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.crosscountybank.com","2033","20","20","0","2013"
"30260","5066","1007873","","CROSS COUNTY SAVINGS BANK","Middle Village","NY","11379","12/31/2017","8/22/2022","SB","79-21 Metropolitan Ave.","","6","0","0","5","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1888","10/26/1950","3/24/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.crosscounty.com","3354","0","0","0","3354"
"9322","15355","755252","1132382","CROSS KEYS BANK","Saint Joseph","LA","71366","12/31/2017","8/22/2022","NM","307 Plank Rd.","BSJ BANCSHARES INC","9","0","0","4","1","Tensas","","","4/2/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.crosskeys.bank","3343","0","0","0","3343"
"58410","0","3783313","4389329","CROSS RIVER BANK","Teaneck","NJ","7666","12/31/2017","8/22/2022","NM","885 Teaneck Rd.","CRB GROUP INC","1","0","0","9","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","6/23/2008","6/23/2008","10/18/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","Http://www.crossriverbank.com, Http://www.brixdirect.com","13185","0","0","0","13185"
